t,Main_ActualVehicleSpeed_kph,Main_Battery_Temperature_C,Main_Battery_electrical_i,Main_Battery_electrical_v,Main_BrakeCommand_value,Main_Distance_km,Main_MG_i,Main_MG_v,Main_MotorCommand_value,Main_Range_km,Main_RefereceVehicleSpeed_kph,Main_State_of_Charge_SoC,Power_kW,dT_hr,Energy_kWhr,Cumulative_Energy_Used_kWhr
403,92.65774713,32.009701,37.4961169,380.0256004,0,8.078403394,23.87176714,596.8899575,23.87176714,120,93.341952,0.23,1.200239491,0.016666667,0.020003992,3.451588142
404,92.80500353,32.05468007,29.20249007,384.4071239,0,8.104168986,18.80889513,596.806243,18.80889513,120,93.341952,0.23,0.936076476,0.016666667,0.015601275,3.467189416
405,92.80425062,32.09093334,29.23752394,384.3721316,0,8.129949112,18.83054128,596.8060241,18.83054128,120,93.341952,0.23,0.938259432,0.016666667,0.015637657,3.482827074
406,92.77896984,32.12923965,30.65338978,383.6004813,0,8.155724757,19.70242956,596.8205974,19.70242956,120,93.341952,0.23,0.984870106,0.016666667,0.016414502,3.499241575
407,92.74844157,32.1713018,32.36913876,382.665938,0,8.181492457,20.75393685,596.838204,20.75393685,120,93.341952,0.23,1.041357332,0.016666667,0.017355956,3.516597531
408,92.72258608,32.21820582,33.81934769,381.8689647,0,8.207252302,21.63758412,596.8526179,21.63758412,120,93.341952,0.23,1.089598705,0.016666667,0.018159978,3.534757509
409,92.61415914,32.26174944,30.87017986,383.4102455,0,8.232996414,19.86562787,595.7952961,19.86562787,120,93.1810176,0.23,0.995926008,0.016666667,0.016598767,3.551356276
410,92.43871803,32.30314996,31.68112571,382.9573124,0,8.25869842,20.39868733,594.7754117,20.39868733,120,93.0200832,0.23,1.023400155,0.016666667,0.017056669,3.568412945
411,92.2473484,32.34690091,33.40252117,382.0192832,0,8.284349078,21.491378,593.7656516,21.491378,120,92.8591488,0.23,1.080468042,0.016666667,0.018007801,3.586420746
412,92.13135286,32.40217934,39.99247378,378.4902499,0,8.309954019,25.49116597,593.8324427,25.49116597,120,92.8591488,0.23,1.295843308,0.016666667,0.021597388,3.608018135
413,92.16488328,32.47961832,47.33588076,374.5509467,0,8.335547257,29.80202666,594.9324786,29.80202666,120,93.0200832,0.23,1.53745134,0.016666667,0.025624189,3.633642324
414,92.27672937,32.36283518,50.20719328,372.975005,0,8.361163714,31.42051887,595.9884182,31.42051887,120,93.1810176,0.23,1.624847121,0.016666667,0.027080785,3.660723109
415,92.40250751,32.19154453,52.27558502,371.8227585,0,8.386813638,32.55658003,597.0358982,32.55658003,120,93.341952,0.23,1.682831823,0.016666667,0.028047197,3.688770306
416,92.52083152,32.02968027,54.81169833,370.4226109,0,8.412497539,33.94862527,598.0884246,33.94862527,120,93.5028864,0.23,1.755601173,0.016666667,0.02926002,3.718030326
417,92.79112892,31.90474911,67.58229901,363.5775491,0,8.438229671,40.86692517,601.288983,40.86692517,120,93.9856896,0.23,2.156196294,0.016666667,0.035936605,3.75396693
418,93.3712572,31.85805133,81.51197423,356.0961644,0,8.464079481,47.85477368,606.5461726,47.85477368,120,94.7903616,0.23,2.596812659,0.016666667,0.043280211,3.797247141
419,93.86531189,31.80514935,70.84538068,361.6850982,0,8.490092863,42.10854073,608.5099298,42.10854073,120,95.1122304,0.23,2.253247913,0.016666667,0.037554132,3.834801273
420,94.26166263,31.74255044,76.21403021,358.7679827,0,8.51622041,44.70600604,611.6376905,44.70600604,120,95.5950336,0.23,2.419227699,0.016666667,0.040320462,3.875121735
421,94.7911495,31.72631334,83.41146314,354.8698284,0,8.542475318,48.06680567,615.8059382,48.06680567,120,96.2387712,0.23,2.646338216,0.016666667,0.044105637,3.919227372
422,95.16372458,31.68408188,70.21494779,361.8136926,0,8.568866685,41.19157065,616.7213458,41.19157065,120,96.3997056,0.23,2.224696155,0.016666667,0.037078269,3.956305641
423,95.27530261,31.59312238,63.4060463,365.3824322,0,8.595321065,37.56825054,616.6599385,37.56825054,120,96.3997056,0.23,2.00319498,0.016666667,0.033386583,3.989692224
424,95.21249268,31.47642849,57.50997896,368.4742697,0,8.621781429,34.42348409,615.5788147,34.42348409,120,96.2387712,0.23,1.81020874,0.016666667,0.030170146,4.01986237
425,94.98279768,31.337759,52.04999334,371.3412142,0,8.648200808,31.50588272,613.4736782,31.50588272,120,95.9169024,0.23,1.631130148,0.016666667,0.027185502,4.047047872
426,94.66937199,31.19192618,51.54862601,371.5744032,0,8.674541612,31.32766724,611.4134301,31.32766724,120,95.5950336,0.23,1.607900937,0.016666667,0.026798349,4.073846221
427,94.33556841,31.04873299,52.25943509,371.1603249,0,8.700791965,31.83144364,609.3653845,31.83144364,120,95.2731648,0.23,1.622589247,0.016666667,0.027043154,4.100889375
428,94.0796674,30.92361557,57.88640472,368.1249951,0,8.72695741,35.02655042,608.3896673,35.02655042,120,95.1122304,0.23,1.790056927,0.016666667,0.029834282,4.130723657
429,93.89174803,30.81535022,59.50813212,367.2125204,0,8.753063767,35.97802766,607.3775552,35.97802766,120,94.951296,0.23,1.833763932,0.016666667,0.030562732,4.16128639
430,93.72237301,30.71537237,60.01045023,366.8940705,0,8.779120905,36.31085021,606.3543141,36.31085021,120,94.7903616,0.23,1.843243325,0.016666667,0.030720722,4.192007112
431,93.47132237,30.60540452,55.80061879,369.0868077,0,8.805122618,34.08347901,604.2612548,34.08347901,120,94.4684928,0.23,1.70780051,0.016666667,0.028463342,4.220470454
432,93.23530386,30.50193659,60.27744246,366.6596135,0,8.831051233,36.63603475,603.2744955,36.63603475,120,94.3075584,0.23,1.838578727,0.016666667,0.030642979,4.251113432
433,93.05648581,30.41221089,61.3611773,366.0325954,0,8.856924432,37.29345677,602.2574447,37.29345677,120,94.146624,0.23,1.866129064,0.016666667,0.031102151,4.282215583
434,92.88261518,30.32657287,62.15482127,365.5603134,0,8.88274894,37.79150359,601.2377649,37.79150359,120,93.9856896,0.23,1.884942717,0.016666667,0.031415712,4.313631295
435,92.79814704,30.26108126,67.27408758,362.7823289,0,8.908534781,40.58961873,601.2835359,40.58961873,120,93.9856896,0.23,2.035786631,0.016666667,0.033929777,4.347561073
436,92.70257044,30.19580721,63.31993678,364.8326716,0,8.934301094,38.48740743,600.2209835,38.48740743,120,93.8247552,0.23,1.911996603,0.016666667,0.03186661,4.379427683
437,92.55285098,30.12189916,62.64435074,365.1440265,0,8.960031156,38.17535298,599.1869618,38.17535298,120,93.6638208,0.23,1.886966816,0.016666667,0.031449447,4.41087713
438,92.39554162,30.0480347,62.43110993,365.2103168,0,8.985718274,38.11783106,598.1575582,38.11783106,120,93.5028864,0.23,1.875932157,0.016666667,0.031265536,4.442142666
439,92.23750498,29.97510558,62.26201536,365.2535475,0,9.011361524,38.08460157,597.1285699,38.08460157,120,93.341952,0.23,1.866310484,0.016666667,0.031105175,4.47324784
440,92.07483719,29.90199153,62.38118595,365.1441843,0,9.036960204,38.21222839,596.102672,38.21222839,120,93.1810176,0.23,1.865321694,0.016666667,0.031088695,4.504336535
441,91.99423968,29.84502465,67.27845713,362.4876845,0,9.062522212,40.90918328,596.1470519,40.90918328,120,93.1810176,0.23,2.007927212,0.016666667,0.033465454,4.537801989
442,91.98220978,29.80180882,68.02953598,362.0345257,0,9.088073957,41.3132508,596.1542042,41.3132508,120,93.1810176,0.23,2.027403226,0.016666667,0.033790054,4.571592042
443,91.98310233,29.76091235,67.98674496,362.0051093,0,9.11362455,41.2838668,596.1537296,41.2838668,120,93.1810176,0.23,2.023347558,0.016666667,0.033722459,4.605314502
444,91.98255499,29.71897857,68.04065332,361.9261553,0,9.139175272,41.30803283,596.1545353,41.30803283,120,93.1810176,0.23,2.022098718,0.016666667,0.033701645,4.639016147
445,92.06443398,29.69352889,72.92141806,359.274725,0,9.164734441,43.86804398,597.2250537,43.86804398,120,93.341952,0.23,2.165294234,0.016666667,0.036088237,4.675104384
446,92.22038769,29.68314672,73.24369689,359.0468981,0,9.190329247,43.95721414,598.2549643,43.95721414,120,93.5028864,0.23,2.174103401,0.016666667,0.036235057,4.711339441
447,92.30373858,29.65496248,68.13120974,361.7186323,0,9.215960548,41.19674499,598.2098486,41.19674499,120,93.5028864,0.23,2.020428468,0.016666667,0.033673808,4.745013249
448,92.40964126,29.62942882,71.51543899,359.8680531,0,9.241612788,42.94586484,599.266195,42.94586484,120,93.6638208,0.23,2.118961609,0.016666667,0.035316027,4.780329276
449,92.49277707,29.59654432,66.42963012,362.528238,0,9.267296365,40.18931314,599.2210999,40.18931314,120,93.6638208,0.23,1.966087492,0.016666667,0.032768125,4.8130974
450,92.52447902,29.55012595,64.4960401,363.5148006,0,9.292993633,39.12671686,599.2025352,39.12671686,120,93.6638208,0.23,1.905866108,0.016666667,0.031764435,4.844861836
451,92.46712325,29.48367405,58.25879618,366.7980745,0,9.318689906,35.72674834,598.1179465,35.72674834,120,93.5028864,0.23,1.717683357,0.016666667,0.028628056,4.873489892
452,92.33562679,29.4009292,56.50904441,367.6968353,0,9.344357259,34.80027053,597.0740091,34.80027053,120,93.341952,0.23,1.661418414,0.016666667,0.027690307,4.901180198
453,92.27421965,29.32729954,60.19018556,365.6991098,0,9.369994515,36.86380593,597.1077644,36.86380593,120,93.341952,0.23,1.765215601,0.016666667,0.02942026,4.930600458
454,92.278452,29.26199387,59.948886,365.7861881,0,9.395626348,36.7244903,597.1058111,36.7244903,120,93.341952,0.23,1.754223935,0.016666667,0.029237066,4.959837524
455,92.29464072,29.19526772,58.98569566,366.2584013,0,9.42126139,36.18157175,597.0967333,36.18157175,120,93.341952,0.23,1.722103176,0.016666667,0.02870172,4.988539244
456,92.31442455,29.12548252,57.8088169,366.8457036,0,9.446901515,35.51717454,597.0856103,35.51717454,120,93.341952,0.23,1.683709686,0.016666667,0.028061828,5.016601072
457,92.34135238,29.05315911,56.19961949,367.6642476,0,9.472548166,34.60591997,597.0699535,34.60591997,120,93.341952,0.23,1.632776487,0.016666667,0.027212941,5.043814013
458,92.28250177,28.96316549,50.17143572,370.8431121,0,9.49819328,31.21819775,595.9858736,31.21819775,120,93.1810176,0.23,1.453123596,0.016666667,0.024218727,5.06803274
459,92.23314608,28.87098352,53.09098288,369.2559744,0,9.523817818,32.89281106,596.013434,32.89281106,120,93.1810176,0.23,1.532788892,0.016666667,0.025546482,5.093579221
460,92.32209255,28.79716713,57.38567302,366.9283879,0,9.549447204,35.26593526,597.080995,35.26593526,120,93.341952,0.23,1.652544817,0.016666667,0.027542414,5.121121635
461,92.4934437,28.73316092,56.76988924,367.2140335,0,9.575115678,34.85407945,598.1025278,34.85407945,120,93.5028864,0.23,1.631178363,0.016666667,0.027186306,5.148307941
462,92.59239628,28.65306818,50.91728172,370.2971602,0,9.600825039,31.52658003,598.0479046,31.52658003,120,93.5028864,0.23,1.458936345,0.016666667,0.024315606,5.172623547
463,92.70924875,28.57167539,53.52511865,368.8728772,0,9.62655896,32.95623857,599.0992099,32.95623857,120,93.6638208,0.23,1.529302315,0.016666667,0.025488372,5.198111919
464,92.88909751,28.4961534,52.40887733,369.4307981,0,9.652336361,32.26215691,600.1159908,32.26215691,120,93.8247552,0.23,1.493451408,0.016666667,0.024890857,5.223002775
465,92.9974054,28.40574254,46.05391549,372.7872863,0,9.678156995,28.61047743,600.0556358,28.61047743,120,93.8247552,0.23,1.308195667,0.016666667,0.021803261,5.244806037
466,93.04652366,28.30326628,43.18827899,374.2890864,0,9.703996957,26.9394432,600.0268745,26.9394432,120,93.8247552,0.23,1.22236936,0.016666667,0.020372823,5.265178859
467,93.00336557,28.18620782,36.41290082,377.8815456,0,9.729840296,22.97302871,598.9327892,22.97302871,120,93.6638208,0.23,1.02634159,0.016666667,0.017105693,5.282284552
468,92.89047437,28.05880486,33.67169963,379.3278748,0,9.755659228,21.36289308,597.8770044,21.36289308,120,93.5028864,0.23,0.944787649,0.016666667,0.015746461,5.298031013
469,92.77171879,27.92876114,31.27282977,380.5919704,0,9.781445598,19.94171331,596.8243632,19.94171331,120,93.341952,0.23,0.873411393,0.016666667,0.014556857,5.31258787
470,92.57316889,27.79004498,24.34226387,384.2782248,0,9.807190774,15.72810931,594.6971158,15.72810931,120,93.0200832,0.23,0.676472608,0.016666667,0.011274543,5.323862413
471,92.2282457,27.63991718,16.69994417,388.3535171,0,9.832860747,10.96256979,591.5320151,10.96256979,120,92.53728,0.23,0.461585074,0.016666667,0.007693085,5.331555498
472,91.70250198,27.49869195,10.27667852,391.788989,0,9.858409607,6.85557305,587.3511209,6.85557305,120,91.8935424,0.23,0.282595217,0.016666667,0.00470992,5.336265418
473,91.36728925,27.51486737,19.78576809,386.7123763,0,9.883826817,13.04700189,586.4229276,13.04700189,120,91.732608,0.23,0.544402785,0.016666667,0.00907338,5.345338798
474,90.97220477,27.52573992,6.228372219,393.9471237,0,9.909159369,4.212832207,582.163802,4.212832207,120,91.0888704,0.23,0.171440554,0.016666667,0.002857343,5.34819614
475,90.2838665,27.52638244,-1.972788429,398.3394391,0.028401578,9.934335947,0,576.9508692,0,120,90.2841984,0.23,-0.054303729,0.016666667,-0.000905062,5.347291078
476,89.86852411,27.53232328,13.71878259,389.9683851,0,9.959344816,9.287493368,576.0761386,9.287493368,120,90.123264,0.23,0.377709957,0.016666667,0.006295166,5.353586244
477,89.62208159,27.54181437,9.62373085,392.1464011,0,9.984275368,6.574043193,573.975093,6.574043193,120,89.8013952,0.23,0.265055009,0.016666667,0.004417583,5.358003828
478,89.25585901,27.5455567,3.336867767,395.5030145,0,10.00912231,2.311281024,570.8190442,2.311281024,120,89.318592,0.23,0.09191588,0.016666667,0.001531931,5.359535759
479,88.80739513,27.54628025,1.509304061,396.4860934,0,10.03385311,1.054668038,567.7130369,1.054668038,120,88.8357888,0.23,0.041575713,0.016666667,0.000692929,5.360228688
480,88.52322055,27.54941403,8.128765891,392.954213,0,10.05847574,5.636439374,566.7600288,5.636439374,120,88.6748544,0.23,0.223942737,0.016666667,0.003732379,5.363961066
481,88.37070591,27.55465246,7.680992239,393.1879224,0,10.08304333,5.338202275,565.7271489,5.338202275,120,88.51392,0.23,0.211647072,0.016666667,0.003527451,5.367488518
482,88.22995102,27.55879851,6.599436694,393.7620641,0,10.10757083,4.602071187,564.6867691,4.602071187,120,88.3529856,0.23,0.181872546,0.016666667,0.003031209,5.370519727
483,88.17975532,27.56421726,9.309751626,392.3108083,0,10.13206892,6.467638367,564.7172613,6.467638367,120,88.3529856,0.23,0.256616016,0.016666667,0.004276934,5.37479666
484,88.19684448,27.57027743,8.388129895,392.796434,0,10.15656529,5.834358607,564.707037,5.834358607,120,88.3529856,0.23,0.231263068,0.016666667,0.003854384,5.378651045
485,88.22286116,27.57519127,6.982339155,393.5427475,0,10.18106799,4.865853326,564.6908258,4.865853326,120,88.3529856,0.23,0.192539338,0.016666667,0.003208989,5.381860034
486,88.25038555,27.57887457,5.498626582,394.3329429,0,10.20557819,3.83963533,564.6736382,3.83963533,120,88.3529856,0.23,0.151645933,0.016666667,0.002527432,5.384387466
487,88.27205832,27.58131428,4.34050993,394.9517525,0,10.23009521,3.03618968,564.6605376,3.03618968,120,88.3529856,0.23,0.119716969,0.016666667,0.001995283,5.386382749
488,88.38668213,27.58499707,6.822733106,393.6250866,0,10.25462817,4.746916417,565.7166118,4.746916417,120,88.51392,0.23,0.188205073,0.016666667,0.003136751,5.3895195
489,88.48038667,27.58720869,1.795792037,396.3078256,0,10.27919594,1.257562541,565.6592012,1.257562541,120,88.51392,0.23,0.04954089,0.016666667,0.000825681,5.390345182
490,88.51574024,27.58753615,0.000248328,397.27145,0,10.30377912,-0.067609666,565.6366323,-0.067609666,120,88.51392,0.23,6.85E-06,0.016666667,1.14E-07,5.390345296
491,88.53470034,27.58743589,-0.830443845,397.7207863,0.012181,10.32836865,0,565.6377525,0,120,88.51392,0.23,-0.022909816,0.016666667,-0.00038183,5.389963465
492,88.5455254,27.58707606,-1.262987092,397.9577683,0.018536012,10.35295694,0,565.6377765,0,120,88.51392,0.23,-0.034842121,0.016666667,-0.000580702,5.389382763
493,88.55066812,27.58654996,-1.414564235,398.0447837,0.020758464,10.37754393,0,565.6373524,0,120,88.51392,0.23,-0.039022947,0.016666667,-0.000650382,5.388732381
494,88.68608814,27.586383,-0.523845751,397.5730555,0.007673235,10.40215423,0,566.6666246,0,120,88.6748544,0.23,-0.01445101,0.016666667,-0.00024085,5.388491531
495,88.75101873,27.58582187,-3.070104286,398.9367821,0.045091502,10.42679173,0,566.6666333,0,120,88.6748544,0.23,-0.08469135,0.016666667,-0.001411522,5.387080008
496,88.64365615,27.58480065,-5.160753828,400.061129,0.07613642,10.45140724,0,565.6377709,0,120,88.51392,0.23,-0.142358366,0.016666667,-0.002372639,5.384707369
497,88.48465701,27.58370461,-5.211116052,400.0977629,0.077019099,10.47597529,0,564.6089087,0,120,88.3529856,0.23,-0.143741886,0.016666667,-0.002395698,5.382311671
498,88.4585028,27.58268773,-4.29465955,399.6156562,0.06340864,10.50052201,0,564.6097585,0,120,88.3529856,0.23,-0.118458253,0.016666667,-0.001974304,5.380337367
499,88.35368484,27.58160765,-6.432709623,400.7649553,0.095414727,10.52504926,0,563.5809026,0,120,88.1920512,0.23,-0.177424473,0.016666667,-0.002957075,5.377380292
500,88.20058149,27.58053708,-6.771192513,400.9552316,0.100665547,10.54953078,0,562.5524624,0,120,88.0311168,0.23,-0.186753126,0.016666667,-0.003112552,5.37426774
501,88.0560898,27.5794878,-7.479109259,401.3423698,0.111507384,10.57396969,0,561.524459,0,120.0134195,87.8701824,0.23,-0.206270003,0.016666667,-0.003437833,5.370829907
502,87.77922069,27.57872396,-9.147221163,402.2444639,0.137172836,10.59834101,0,559.4667316,0,120.0268627,87.5483136,0.23,-0.252268687,0.016666667,-0.004204478,5.366625428
503,87.57442302,27.5778622,-7.445205248,401.3469344,0.111602641,10.62264137,0,558.4382973,0,120.0401943,87.3873792,0.23,-0.205322844,0.016666667,-0.003422047,5.363203381
504,87.54842996,27.57680198,-6.507718141,400.8537688,0.097442035,10.64692187,0,558.4391555,0,120.0534153,87.3873792,0.23,-0.179462055,0.016666667,-0.002991034,5.360212347
505,87.44019654,27.57587001,-8.509461586,401.9309356,0.127985882,10.67118271,0,557.4102861,0,120.0665265,87.2264448,0.23,-0.234655807,0.016666667,-0.00391093,5.356301417
506,87.27695261,27.5750825,-8.391240533,401.8785127,0.12641721,10.69539586,0,556.3814165,0,120.079529,87.0655104,0.23,-0.23138915,0.016666667,-0.003856486,5.352444931
507,87.24043141,27.57411108,-7.007603997,401.1485494,0.105385099,10.7195859,0,556.3818484,0,120.0924236,87.0655104,0.23,-0.193228451,0.016666667,-0.003220474,5.349224457
508,87.25559782,27.57309669,-7.637978986,401.4924543,0.114970772,10.74377937,0,556.382274,0,120.1052111,87.0655104,0.23,-0.210602733,0.016666667,-0.003510046,5.345714411
509,87.13579656,27.57237045,-9.152878551,402.3114762,0.138296905,10.76794984,0,555.3529698,0,120.1178926,86.904576,0.23,-0.252366558,0.016666667,-0.004206109,5.341508302
510,87.09577273,27.57150577,-7.65562337,401.5219642,0.115450753,10.79209573,0,555.3534024,0,120.1304688,86.904576,0.23,-0.211077064,0.016666667,-0.003517951,5.337990351
511,87.10227453,27.57057949,-7.888580077,401.6548128,0.119004057,10.81624322,0,555.3533991,0,120.1429406,86.904576,0.23,-0.217492724,0.016666667,-0.003624879,5.334365472
512,87.10618074,27.56968305,-8.044015373,401.7467026,0.121376509,10.84039085,0,555.3533922,0,120.1553089,86.904576,0.23,-0.221770954,0.016666667,-0.003696183,5.330669289
513,87.10950564,27.56881195,-8.176257202,401.8264782,0.123396324,10.8645386,0,555.3533881,0,120.1675747,86.904576,0.23,-0.225409697,0.016666667,-0.003756828,5.326912461
514,87.11231632,27.5679641,-8.288007012,401.895511,0.125104262,10.88868644,0,555.3533841,0,120.1797386,86.904576,0.23,-0.22848348,0.016666667,-0.003808058,5.323104403
515,87.11461164,27.56713701,-8.379225786,401.9537262,0.126499415,10.91283437,0,555.3533801,0,120.1918016,86.904576,0.23,-0.230991265,0.016666667,-0.003849854,5.319254549
516,87.10927201,27.5663437,-8.114426506,401.8222581,0.122455258,10.93698056,0,555.3529442,0,120.2037645,86.904576,0.23,-0.22368507,0.016666667,-0.003728084,5.315526464
517,87.22854103,27.56536155,-6.526066155,400.9821857,0.09810193,10.96114819,0,556.3818052,0,120.2156281,87.0655104,0.23,-0.179893373,0.016666667,-0.002998223,5.312528241
518,87.37796558,27.56434649,-5.936306462,400.6746287,0.088991367,10.9853584,0,557.4093713,0,120.2273932,87.2264448,0.23,-0.163630408,0.016666667,-0.002727173,5.309801068
519,87.77368091,27.56344561,-2.608726261,398.9017366,0.038723803,11.00965583,0,560.4955181,0,120.2390608,87.709248,0.23,-0.071905484,0.016666667,-0.001198425,5.308602643
520,88.2733474,27.56272461,-3.335401477,399.290453,0.049302615,11.03409362,0,563.581662,0,120.2506315,88.1920512,0.23,-0.091932752,0.016666667,-0.001532213,5.307070431
521,88.52035333,27.56171223,-6.619188935,401.0495809,0.098070542,11.05862312,0,564.6092374,0,120.2621061,88.3529856,0.23,-0.182436181,0.016666667,-0.003040603,5.304029828
522,88.67528547,27.56068669,-6.43266715,400.9591396,0.095110382,11.0831945,0,565.6376621,0,120.2734856,88.51392,0.23,-0.177288724,0.016666667,-0.002954812,5.301075016
523,88.83377582,27.5596564,-6.335077445,400.9156118,0.09348735,11.10781047,0,566.6660962,0,120.2847707,88.6748544,0.23,-0.174592558,0.016666667,-0.002909876,5.29816514
524,88.99895644,27.55862038,-6.557477532,401.0422717,0.096630829,11.13247285,0,567.6949506,0,120.295962,88.8357888,0.23,-0.180715034,0.016666667,-0.003011917,5.295153222
525,89.03242044,27.55772218,-7.763194299,401.695995,0.114571777,11.15715671,0,567.6940962,0,120.3070606,88.8357888,0.23,-0.213935952,0.016666667,-0.003565599,5.291587623
526,89.14359276,27.55672263,-5.881181709,400.7001371,0.086427593,11.18186037,0,568.7229459,0,120.318067,88.9967232,0.23,-0.162066093,0.016666667,-0.002701102,5.288886522
527,89.30202917,27.55568324,-5.754875024,400.6395868,0.084406911,11.20660997,0,569.7513793,0,120.3289821,89.1576576,0.23,-0.158579513,0.016666667,-0.002642992,5.28624353
528,89.45793447,27.55464419,-5.554415393,400.539367,0.081299475,11.23140413,0,570.7798044,0,120.3398066,89.318592,0.23,-0.15304994,0.016666667,-0.002550832,5.283692697
529,89.61319518,27.5536076,-5.328246454,400.4252319,0.077826493,11.2562428,0,571.8082323,0,120.3505413,89.4795264,0.23,-0.146812412,0.016666667,-0.002446874,5.281245824
530,89.76788619,27.55257692,-5.079365962,400.2987442,0.074034532,11.28112596,0,572.8366605,0,120.3611869,89.6404608,0.23,-0.139949621,0.016666667,-0.002332494,5.27891333
531,89.92201272,27.55155666,-4.80797458,400.1599804,0.069928884,11.30605358,0,573.8650886,0,120.3717441,89.8013952,0.23,-0.132467184,0.016666667,-0.002207786,5.276705544
532,90.07557811,27.55055247,-4.514196359,400.0089791,0.065513743,11.33102566,0,574.8935168,0,120.3822138,89.9623296,0.23,-0.124368604,0.016666667,-0.00207281,5.274632734
533,90.23567381,27.54957885,-4.535243286,400.0254479,0.065710626,11.35604393,0,575.9223673,0,120.3925966,90.123264,0.23,-0.124944042,0.016666667,-0.002082401,5.272550333
534,90.27211592,27.54855715,-5.91215174,400.7676125,0.085812446,11.38108541,0,575.9219483,0,120.4028932,90.123264,0.23,-0.16287125,0.016666667,-0.002714521,5.269835812
535,90.2615772,27.54753052,-5.519266621,400.565904,0.080068467,11.40612523,0,575.9219392,0,120.4131043,90.123264,0.23,-0.152042166,0.016666667,-0.002534036,5.267301776
536,90.25250634,27.54650671,-5.157781359,400.380119,0.074789567,11.43116471,0,575.9219386,0,120.4232308,90.123264,0.23,-0.142078859,0.016666667,-0.002367981,5.264933795
537,90.243045,27.54549455,-4.780700662,400.1853394,0.069287883,11.45620386,0,575.9219353,0,120.4332732,90.123264,0.23,-0.131686764,0.016666667,-0.002194779,5.262739016
538,90.23313104,27.54450384,-4.385513921,399.9802969,0.063527597,11.48124265,0,575.9219321,0,120.4432322,90.123264,0.23,-0.120796805,0.016666667,-0.00201328,5.260725736
539,90.22277563,27.54354578,-3.972652483,399.7652662,0.057515838,11.50628107,0,575.9219289,0,120.4531086,90.123264,0.23,-0.109420936,0.016666667,-0.001823682,5.258902053
540,90.21199355,27.54263297,-3.542692086,399.5405824,0.051261842,11.53131909,0,575.9219259,0,120.4629031,90.123264,0.23,-0.097575068,0.016666667,-0.001626251,5.257275802
541,90.20080034,27.54177937,-3.096239363,399.3065849,0.044775289,11.55635669,0,575.9219229,0,120.4309431,90.123264,0.23,-0.085275941,0.016666667,-0.001421266,5.255854536
542,90.18921218,27.5410003,-2.633926586,399.063619,0.03806622,11.58139384,0,575.9219201,0,120.3988291,90.123264,0.23,-0.072540973,0.016666667,-0.001209016,5.25464552
543,90.17724586,27.54031244,-2.156410792,398.8120374,0.031145023,11.60643054,0,575.9219175,0,120.3669816,90.123264,0.23,-0.059388227,0.016666667,-0.000989804,5.253655716
544,90.16491877,27.53973375,-1.664373048,398.5522024,0.024022412,11.63146675,0,575.921915,0,120.3353983,90.123264,0.23,-0.045836391,0.016666667,-0.00076394,5.252891777
545,90.15224887,27.53928346,-1.158517709,398.2844862,0.016709416,11.65650245,0,575.9219126,0,120.3040772,90.123264,0.23,-0.031904748,0.016666667,-0.000531746,5.252360031
546,90.14632974,27.53900967,-0.977166052,398.1892059,0.014096461,11.6815394,0,575.9223307,0,120.273016,90.123264,0.23,-0.026910185,0.016666667,-0.000448503,5.251911528
547,90.01034998,27.53843759,-1.842521195,398.654741,0.026642844,11.70655301,0,574.8930631,0,120.2422125,89.9623296,0.23,-0.050740155,0.016666667,-0.000845669,5.251065859
548,89.9462678,27.53832729,0.851321621,397.2187681,0,11.73154027,0.58852119,574.9030937,0.58852119,120.2116647,89.9623296,0.23,0.023443973,0.016666667,0.000390733,5.251456591
549,89.92793838,27.53903972,1.826534821,396.6964078,0,11.75652292,1.260096893,574.9142511,1.260096893,120.1813703,89.9623296,0.23,0.050301015,0.016666667,0.00083835,5.252294942
550,89.82394185,27.53926612,-0.932183166,398.1688747,0.013513914,11.78149148,1.02E-16,573.8657185,1.02E-16,120.1513274,89.8013952,0.23,-0.02567164,0.016666667,-0.000427861,5.251867081
551,89.53069724,27.53874255,-2.029237029,398.7592147,0.029515834,11.80639474,1.02E-16,571.808181,1.02E-16,120.1215337,89.4795264,0.23,-0.055882636,0.016666667,-0.000931377,5.250935704
552,89.19357031,27.53821038,-1.44707961,398.4533385,0.021106714,11.83120672,1.02E-16,569.7513138,1.02E-16,120.0919873,89.1576576,0.23,-0.039849983,0.016666667,-0.000664166,5.250271537
553,88.85137142,27.53780227,-0.580836885,397.994785,0.008485236,11.85592696,1.02E-16,567.6940285,1.02E-16,120.0626861,88.8357888,0.23,-0.015994971,0.016666667,-0.000266583,5.250004954
554,88.6100958,27.53846482,3.448052401,395.8440276,0,11.88057116,2.408984178,566.7060339,2.408984178,120.033628,88.6748544,0.23,0.09495407,0.016666667,0.001582568,5.251587522
555,88.41610752,27.54071121,5.225481237,394.889859,0,11.90515767,3.647969425,565.6987108,3.647969425,120.0048111,88.51392,0.23,0.14391347,0.016666667,0.002398558,5.25398608
556,88.23825685,27.54441731,6.120638138,394.4040119,0,11.92969276,4.274296617,564.680046,4.274296617,119.9762333,88.3529856,0.23,0.168589411,0.016666667,0.002809824,5.256795904
557,87.88013819,27.54544326,7.74E-05,397.6701381,0,11.95415949,-0.382204473,561.5184247,-0.382204473,119.9478926,87.8701824,0.23,2.13E-06,0.016666667,3.55E-08,5.256795939
