t,Main_ActualVehicleSpeed_kph,Main_Battery_Temperature_C,Main_Battery_electrical_i,Main_Battery_electrical_v,Main_BrakeCommand_value,Main_Distance_km,Main_MG_i,Main_MG_v,Main_MotorCommand_value,Main_Range_km,Main_RefereceVehicleSpeed_kph,Main_State_of_Charge_SoC,Power_kW,dT_hr,Energy_kWhr,Cumulative_Energy_Used_kWhr
1568,57.98362826,31.89630283,42.85372169,363.4191564,0,33.28494956,41.41198405,376.0707393,41.41198405,85.80546131,58.741056,0.23,1.366875284,0.016666667,0.022781255,15.70040223
1569,58.36316882,31.71597377,39.50560849,365.171082,0,33.30111264,38.15702002,378.0741179,38.15702002,85.43230026,59.0629248,0.23,1.252958843,0.016666667,0.020882647,15.72128488
1570,58.69447502,31.53538092,38.95493621,365.439705,0,33.31737129,37.44987657,380.1185389,37.44987657,85.06223584,59.3847936,0.23,1.228458752,0.016666667,0.020474313,15.74175919
1571,58.92652089,31.35033198,34.8317942,367.6083634,0,33.33371142,33.5991074,381.0825365,33.5991074,84.69524235,59.545728,0.23,1.091988312,0.016666667,0.018199805,15.759959
1572,58.9954143,31.15636374,30.86400157,369.6997372,0,33.3500931,29.94643171,381.0219009,29.94643171,84.3312943,59.545728,0.23,0.961610059,0.016666667,0.016026834,15.77598583
1573,59.00464466,30.96145924,30.3322041,369.9672626,0,33.36648211,29.45272006,381.01326,29.45272006,83.97036642,59.545728,0.23,0.939129301,0.016666667,0.015652155,15.79163799
1574,59.01232271,30.76962476,29.8934682,370.1846707,0,33.38287337,29.04428754,381.0064174,29.04428754,83.61243366,59.545728,0.23,0.919810799,0.016666667,0.01533018,15.80696817
1575,59.02010591,30.58087061,29.44903726,370.404797,0,33.39926676,28.63001202,380.9994791,28.63001202,83.25747115,59.545728,0.23,0.900577198,0.016666667,0.01500962,15.82197779
1576,59.02155777,30.39468026,29.37391472,370.4287704,0,33.41566131,28.55960777,380.9985258,28.55960777,82.90545425,59.545728,0.23,0.892810746,0.016666667,0.014880179,15.83685797
1577,59.12225569,30.21803296,32.84282305,368.5654512,0,33.43206674,31.68215062,382.0791939,31.68215062,82.55635851,59.7066624,0.23,0.992445509,0.016666667,0.016540758,15.85339872
1578,59.36660134,30.05452447,37.35708176,366.1418621,0,33.44851997,35.60347493,384.2020085,35.60347493,82.21015969,60.0285312,0.23,1.122749328,0.016666667,0.018712489,15.87211121
1579,59.96307255,29.92411419,49.63482121,359.5787545,0,33.46508371,45.82345494,389.5148922,45.82345494,81.86683376,60.8332032,0.23,1.485278058,0.016666667,0.024754634,15.89686585
1580,61.04799723,29.85145511,61.89448688,353.0111783,0,33.48188198,54.91345851,397.893659,54.91345851,81.52635687,62.1206784,0.23,1.847640497,0.016666667,0.030794008,15.92765986
1581,62.21541496,29.79425121,59.46961203,354.25566,0,33.49900639,52.01241934,405.0454347,52.01241934,81.18870539,63.2472192,0.23,1.77185256,0.016666667,0.029530876,15.95719073
1582,63.33260897,29.73515869,60.08554818,353.8873417,0,33.51644525,51.58098468,412.2368715,51.58098468,80.85385586,64.37376,0.23,1.78665331,0.016666667,0.029777555,15.98696829
1583,64.44853884,29.68049274,60.78346324,353.4772505,0,33.53419416,51.22581465,419.4299463,51.22581465,80.52178503,65.5003008,0.23,1.804083139,0.016666667,0.030068052,16.01703634
1584,65.55864404,29.6293025,61.84809977,352.8734553,0,33.55225216,51.15677954,426.6280865,51.15677954,80.19246984,66.6268416,0.23,1.832516057,0.016666667,0.030541934,16.04757827
1585,66.77223403,29.59835506,66.46417785,350.3773993,0,33.57062989,53.54746197,434.8947744,53.54746197,79.86588743,67.9143168,0.23,1.967230335,0.016666667,0.032787172,16.08036545
1586,67.958244,29.56731472,62.82861458,352.2739788,0,33.5893472,50.06938533,442.0359188,50.06938533,79.54201512,69.0408576,0.23,1.857673421,0.016666667,0.030961224,16.11132667
1587,68.99877603,29.51692768,58.25101772,354.6776099,0,33.60837397,46.10133561,448.140061,46.10133561,79.22083043,70.006464,0.23,1.719391077,0.016666667,0.028656518,16.13998319
1588,69.89150386,29.44712344,52.90133581,357.4971902,0,33.62766917,41.72750301,453.2087839,41.72750301,78.90231103,70.811136,0.23,1.557792166,0.016666667,0.025963203,16.16594639
1589,70.53325589,29.34579315,43.38066322,362.5449665,0,33.64718042,34.47530772,456.1731757,34.47530772,78.58643483,71.2939392,0.23,1.27303997,0.016666667,0.021217333,16.18716372
1590,70.9425225,29.21887795,38.22737993,365.2753054,0,33.66683417,30.47716751,458.1634264,30.47716751,78.27317989,71.615808,0.23,1.116961149,0.016666667,0.018616019,16.20577974
1591,71.38639893,29.09614936,40.50686366,364.0455379,0,33.68659982,31.96781535,461.2722451,31.96781535,77.96252444,72.0986112,0.23,1.178593755,0.016666667,0.019643229,16.22542297
1592,71.69642568,28.96093705,31.79069956,368.6737353,0,33.70647927,25.35736236,462.191342,25.35736236,77.65444693,72.2595456,0.23,0.920688449,0.016666667,0.015344807,16.24076778
1593,71.88450165,28.81534015,30.21168577,369.5051896,0,33.72642179,24.10038452,463.1982193,24.10038452,77.34892596,72.42048,0.23,0.870560002,0.016666667,0.014509333,16.25527711
1594,72.05089052,28.66873624,29.91259381,369.6544711,0,33.74641298,23.82003284,464.2225367,23.82003284,77.04594031,72.5814144,0.23,0.857556262,0.016666667,0.014292604,16.26956972
1595,72.40717482,28.53917529,37.28751768,365.7079779,0,33.76647049,29.17575426,467.3964145,29.17575426,76.74546895,73.0642176,0.23,1.064155003,0.016666667,0.017735917,16.28730563
1596,72.88989694,28.42183161,37.30825669,365.6749585,0,33.78665078,28.99735451,470.4792357,28.99735451,76.447491,73.5470208,0.23,1.060368989,0.016666667,0.017672816,16.30497845
1597,73.38361352,28.30582135,36.67532429,365.9911533,0,33.80696714,28.34478046,473.5536167,28.34478046,76.15198579,74.029824,0.23,1.038125177,0.016666667,0.017302086,16.32228054
1598,73.88559715,28.19079916,35.55031023,366.5704975,0,33.82742192,27.34102063,476.6217893,27.34102063,75.85893278,74.5126272,0.23,1.002191656,0.016666667,0.016703194,16.33898373
1599,74.2882101,28.06665674,30.85661813,369.0567791,0,33.84800539,23.79307779,478.620121,23.79307779,75.56831164,74.834496,0.23,0.866042109,0.016666667,0.014434035,16.35341777
1600,74.73367919,27.94652108,33.01206328,367.8911488,0,33.86870058,25.21000797,481.7276736,25.21000797,75.28010218,75.3172992,0.23,0.922572322,0.016666667,0.015376205,16.36879397
1601,75.05008138,27.81580685,24.03638416,372.6655212,0,33.88951065,18.55822192,482.6461188,18.55822192,74.99428438,75.4782336,0.23,0.668591419,0.016666667,0.01114319,16.37993716
1602,75.24346512,27.67621363,22.17281084,373.65299,0,33.91038554,17.12972521,483.650114,17.12972521,74.7108384,75.639168,0.23,0.613659449,0.016666667,0.010227657,16.39016482
1603,75.42617989,27.53659697,20.93057964,374.3092511,0,33.93131221,16.16463784,484.6623669,16.16463784,74.42974456,75.8001024,0.23,0.576356936,0.016666667,0.009605949,16.39977077
1604,75.60738725,27.51837145,19.77685903,374.9198019,0,33.95228935,15.26660808,485.6757552,15.26660808,74.15098334,75.9610368,0.23,0.544226953,0.016666667,0.009070449,16.40884122
1605,75.80081809,27.54441254,17.91742702,375.9069969,0,33.97331864,13.83786818,486.6796142,13.83786818,73.87453538,76.1219712,0.23,0.493525001,0.016666667,0.008225417,16.41706663
1606,75.80508215,27.558567,8.636183681,380.8597403,0,33.99438166,6.77332405,485.5340271,6.77332405,73.60038148,75.9610368,0.23,0.238000847,0.016666667,0.003966681,16.42103331
1607,75.68040733,27.56554668,6.609842076,381.9469004,0,34.01542169,5.210651693,484.4789077,5.210651693,73.32850262,75.8001024,0.23,0.18220391,0.016666667,0.003036732,16.42407005
1608,75.54413486,27.57072343,5.240470994,382.6831514,0,34.036425,4.148065217,483.4326621,4.148065217,73.0588799,75.639168,0.23,0.144483576,0.016666667,0.00240806,16.42647811
1609,75.39968116,27.57438352,4.334237919,383.1721617,0,34.05738918,3.443062736,482.3927237,3.443062736,72.79149461,75.4782336,0.23,0.119513939,0.016666667,0.001991899,16.42847
1610,75.35068689,27.57968478,7.048821338,381.7264994,0,34.07832334,5.577584914,482.4277803,5.577584914,72.52632818,75.4782336,0.23,0.194404271,0.016666667,0.003240071,16.43171008
1611,75.35926369,27.58551604,6.582674816,381.9757952,0,34.09925497,5.212433505,482.422348,5.212433505,72.2633622,75.4782336,0.23,0.181586482,0.016666667,0.003026441,16.43473652
1612,75.4687814,27.59350921,9.44317666,380.4482017,0,34.1202001,7.430828035,483.4872499,7.430828035,72.00257841,75.639168,0.23,0.260570382,0.016666667,0.00434284,16.43907936
1613,75.64917111,27.60272261,8.354483314,381.0256464,0,34.14118874,6.569438097,484.5013246,6.569438097,71.74395869,75.8001024,0.23,0.230606485,0.016666667,0.003843441,16.4429228
1614,75.73335776,27.60738885,3.691485572,383.5142036,0,34.16221744,2.922376497,484.4411256,2.922376497,71.4874851,75.8001024,0.23,0.101912278,0.016666667,0.001698538,16.44462134
1615,75.86226832,27.61220138,5.443403799,382.5806868,0,34.18326962,4.288539904,485.4909886,4.288539904,71.23313981,75.9610368,0.23,0.150304362,0.016666667,0.002505073,16.44712641
1616,75.84087946,27.61304324,-1.636769719,386.3625388,0.027237696,34.20434459,1.02E-16,484.3917553,1.02E-16,70.98090518,75.8001024,0.23,-0.045196193,0.016666667,-0.00075327,16.44637314
1617,75.68840574,27.61190316,-2.03362462,386.582281,0.033926492,34.22537941,1.02E-16,483.3632025,1.02E-16,70.73076368,75.639168,0.23,-0.056152246,0.016666667,-0.000935871,16.44543727
1618,75.5589787,27.61067283,-3.470892136,387.3557646,0.058164239,34.24637529,1.02E-16,482.3361456,1.02E-16,70.48269794,75.4782336,0.23,-0.095833667,0.016666667,-0.001597228,16.44384004
1619,75.02195976,27.60766501,-7.582142031,389.5601142,0.128817357,34.26725909,1.02E-16,478.2200244,1.02E-16,70.23669075,74.834496,0.23,-0.209325237,0.016666667,-0.003488754,16.44035129
1620,74.62148155,27.60488306,-4.49430349,387.9223245,0.076364596,34.28800094,1.02E-16,476.1637779,1.02E-16,69.99272501,74.5126272,0.23,-0.124064722,0.016666667,-0.002067745,16.43828354
1621,74.42426384,27.60270383,-2.925964907,387.0919008,0.049708205,34.30867451,1.02E-16,475.1348609,1.02E-16,69.95966723,74.3516928,0.23,-0.080764543,0.016666667,-0.001346076,16.43693747
1622,74.51610219,27.60189733,-0.13749986,385.6072206,0.002316279,34.32934605,1.02E-16,476.1637774,1.02E-16,69.92898493,74.5126272,0.23,-0.003795257,0.016666667,-6.33E-05,16.43687421
1623,74.7872697,27.6024117,2.625449562,384.1340251,0,34.35008004,2.109984769,478.2566841,2.109984769,69.89855724,74.834496,0.23,0.07246874,0.016666667,0.001207812,16.43808202
1624,75.31372805,27.60923734,9.115037578,380.6660393,0,34.37092147,7.191405032,482.4540402,7.191405032,69.86838206,75.4782336,0.23,0.251659236,0.016666667,0.004194321,16.44227634
1625,75.77246174,27.61311858,1.549579089,384.698703,0,34.39191235,1.230323552,484.4130129,1.230323552,69.83845728,75.8001024,0.23,0.042788711,0.016666667,0.000713145,16.44298949
1626,76.21007883,27.61547819,4.03314695,383.3746077,0,34.41301876,3.171663245,487.5296369,3.171663245,69.80878082,76.2829056,0.23,0.111377282,0.016666667,0.001856288,16.44484578
1627,76.70226112,27.61854742,3.518108014,383.6488568,0,34.43425707,2.75097572,490.6082549,2.75097572,69.77935063,76.7657088,0.23,0.097165033,0.016666667,0.001619417,16.44646519
1628,77.20449002,27.62118505,2.438488095,384.2250385,0,34.45563373,1.897143348,493.6789441,1.897143348,69.75016467,77.248512,0.23,0.067353931,0.016666667,0.001122566,16.44758776
1629,77.5921101,27.62123846,-0.811575849,385.9628845,0.013176102,34.47713536,1.02E-16,495.7039394,1.02E-16,69.7212209,77.5703808,0.23,-0.02241673,0.016666667,-0.000373612,16.44721415
1630,78.03425748,27.62144012,1.059327518,384.9689006,0,34.49874659,0.817666816,498.8032063,0.817666816,69.69251731,78.053184,0.23,0.029260152,0.016666667,0.000487669,16.44770182
1631,78.52749364,27.6219994,0.488791314,385.2759372,0,34.52049185,0.375097303,501.8812104,0.375097303,69.66405192,78.5359872,0.23,0.013501393,0.016666667,0.000225023,16.44792684
1632,79.03499917,27.6224041,0.00029841,385.5393462,0,34.54237633,-0.675372099,504.9482772,-0.675372099,69.63582275,79.0187904,0.23,8.24E-06,0.016666667,1.37E-07,16.44792698
1633,79.29750036,27.62079956,-4.892046799,388.1553128,0.078292965,34.56435895,1.02E-16,505.9895339,1.02E-16,69.60782783,79.1797248,0.23,-0.135122244,0.016666667,-0.002252037,16.44567494
1634,79.2094925,27.61770238,-7.756452293,389.6943311,0.124850276,34.58633905,1.02E-16,504.9597457,1.02E-16,69.58006522,79.0187904,0.23,-0.214215391,0.016666667,-0.003570257,16.44210468
1635,79.17951367,27.61465748,-6.687197729,389.1338248,0.107496285,34.60829486,1.02E-16,504.9607136,1.02E-16,69.55253299,79.0187904,0.23,-0.184664675,0.016666667,-0.003077745,16.43902694
1636,79.05915049,27.61137308,-8.215579137,389.9593524,0.132600449,34.63022911,1.02E-16,503.9313407,1.02E-16,69.52522924,78.857856,0.23,-0.226843421,0.016666667,-0.003780724,16.43524622
1637,79.01709587,27.60818924,-6.529049694,389.0688175,0.105136807,34.65213702,1.02E-16,503.9313785,1.02E-16,69.49815207,78.857856,0.23,-0.180255239,0.016666667,-0.003004254,16.43224196
1638,79.14749392,27.6054142,-5.316083057,388.4282609,0.085295311,34.67406805,1.02E-16,504.9602607,1.02E-16,69.47129959,79.0187904,0.23,-0.146752675,0.016666667,-0.002445878,16.42979608
1639,79.31640663,27.60269776,-5.619724533,388.5962209,0.090023175,34.6960455,1.02E-16,505.9886659,1.02E-16,69.44466994,79.1797248,0.23,-0.155119558,0.016666667,-0.002585326,16.42721076
1640,79.48243587,27.59990847,-5.828998681,388.7141869,0.093214296,34.71806785,1.02E-16,507.0170917,1.02E-16,69.41826128,79.3406592,0.23,-0.16087983,0.016666667,-0.002681331,16.42452943
1641,79.64806523,27.5970621,-6.021771707,388.8235803,0.096129047,34.74013508,1.02E-16,508.0455208,1.02E-16,69.39207176,79.5015936,0.23,-0.166183208,0.016666667,-0.00276972,16.42175971
1642,79.82047548,27.59418795,-6.542079986,389.1077187,0.104307067,34.76224896,1.02E-16,509.0743986,1.02E-16,69.36609958,79.662528,0.23,-0.180523385,0.016666667,-0.003008723,16.41875098
1643,79.86366339,27.59096423,-8.248918082,390.0266139,0.131822947,34.78438626,1.02E-16,509.0739276,1.02E-16,69.34034292,79.662528,0.23,-0.227595604,0.016666667,-0.00379326,16.41495772
1644,79.87201115,27.58764944,-8.664376633,390.2571702,0.138550361,34.80652396,1.02E-16,509.0743942,1.02E-16,69.3148,79.662528,0.23,-0.239029785,0.016666667,-0.00398383,16.41097389
1645,79.76748527,27.58422738,-11.00976862,391.5183718,0.176986768,34.82864383,1.02E-16,508.0463957,1.02E-16,69.28946904,79.5015936,0.23,-0.303695961,0.016666667,-0.005061599,16.40591229
1646,79.35444472,27.58109181,-13.71751166,392.9767927,0.222664396,34.85067233,1.02E-16,504.9597128,1.02E-16,69.26434829,79.0187904,0.23,-0.378343948,0.016666667,-0.006305732,16.39960656
1647,78.99849028,27.57784299,-12.47925281,392.3291373,0.203070068,34.8725871,1.02E-16,502.9038281,1.02E-16,69.239436,78.6969216,0.23,-0.344150875,0.016666667,-0.005735848,16.39387071
1648,78.55050813,27.57480302,-13.77327625,393.0327033,0.225901398,34.89439049,1.02E-16,499.8175737,1.02E-16,69.21473044,78.2141184,0.23,-0.37979538,0.016666667,-0.006329923,16.38754079
1649,78.19681806,27.57157672,-12.60252938,392.4199464,0.20724248,34.91608178,1.02E-16,497.7616685,1.02E-16,69.1902299,77.8922496,0.23,-0.347471606,0.016666667,-0.005791193,16.3817496
1650,77.76191064,27.56853247,-14.52801811,393.459308,0.241032483,34.93766532,1.02E-16,494.6763213,1.02E-16,69.16593267,77.4094464,0.23,-0.400516139,0.016666667,-0.006675269,16.37507433
1651,77.14523797,27.56604668,-15.55450773,394.0213795,0.260583916,34.9590894,1.02E-16,490.5616619,1.02E-16,69.14183707,76.7657088,0.23,-0.428776286,0.016666667,-0.007146271,16.36792806
1652,76.60829631,27.5632912,-13.32695604,392.846369,0.224000462,34.98035118,1.02E-16,487.4759638,1.02E-16,69.11794142,76.2829056,0.23,-0.36733477,0.016666667,-0.006122246,16.36180581
1653,76.35498839,27.55997354,-9.497604986,390.8129828,0.159134453,35.00151859,1.02E-16,486.4471049,1.02E-16,69.09424407,76.1219712,0.23,-0.261753742,0.016666667,-0.004362562,16.35744325
1654,76.56340818,27.55700271,-4.93313591,388.3815388,0.081798768,35.02270746,1.02E-16,488.5049102,1.02E-16,69.07074337,76.44384,0.23,-0.13594244,0.016666667,-0.002265707,16.35517754
1655,77.0297795,27.55486675,-4.346737858,388.069118,0.071586405,35.04401535,1.02E-16,491.5915021,1.02E-16,69.04743768,76.9266432,0.23,-0.119773782,0.016666667,-0.00199623,16.35318131
1656,77.26805939,27.55195614,-7.372121611,389.6874041,0.121640064,35.06541611,1.02E-16,492.6189343,1.02E-16,69.02432539,77.0875776,0.23,-0.203116371,0.016666667,-0.003385273,16.34979604
1657,77.43678955,27.54885518,-7.833325231,389.9396097,0.12907728,35.08686212,1.02E-16,493.6483238,1.02E-16,69.0014049,77.248512,0.23,-0.215799142,0.016666667,-0.003596652,16.34619939
1658,77.34222049,27.54547274,-10.38344471,391.3097039,0.172032685,35.10830784,1.02E-16,492.6184716,1.02E-16,68.97867461,77.0875776,0.23,-0.286016893,0.016666667,-0.004766948,16.34143244
1659,77.29756092,27.5420974,-8.659764541,390.3993751,0.14314577,35.12972726,1.02E-16,492.6190082,1.02E-16,68.95613295,77.0875776,0.23,-0.238508078,0.016666667,-0.003975135,16.3374573
1660,77.29066666,27.53875212,-8.306113869,390.2188937,0.137229821,35.15114634,1.02E-16,492.6185276,1.02E-16,68.93377834,77.0875776,0.23,-0.228740011,0.016666667,-0.003812334,16.33364497
1661,77.41840709,27.53564258,-7.054067976,389.5572097,0.116116588,35.17258869,1.02E-16,493.6478914,1.02E-16,68.91160924,77.248512,0.23,-0.194238294,0.016666667,-0.003237305,16.33040767
1662,77.45575757,27.5323901,-8.500060959,390.3358251,0.140190977,35.1940557,1.02E-16,493.6473807,1.02E-16,68.88962411,77.248512,0.23,-0.234026994,0.016666667,-0.00390045,16.32650722
1663,77.45697171,27.5290985,-8.620282324,390.4077503,0.142206494,35.21552289,1.02E-16,493.6478571,1.02E-16,68.86782141,77.248512,0.23,-0.237308601,0.016666667,-0.003955143,16.32255207
1664,77.36546054,27.52574947,-11.63939645,392.0267592,0.193236718,35.23697742,1.02E-16,492.6212349,1.02E-16,68.84619965,77.0875776,0.23,-0.320383111,0.016666667,-0.005339719,16.31721235
1665,76.62587246,27.5236443,-20.94056989,397.0046943,0.356518565,35.25828931,1.02E-16,486.451491,1.02E-16,68.82475731,76.1219712,0.23,-0.576360797,0.016666667,-0.009606013,16.30760634
1666,74.8523013,27.52900939,-34.33250215,404.1761174,0.611902716,35.27919392,1.02E-16,473.0852329,1.02E-16,68.8034929,74.029824,0.23,-0.945139774,0.016666667,-0.01575233,16.29185401
1667,70.84666961,27.56872749,-47.65963584,411.3353245,0.918195039,35.29916646,1.02E-16,445.3072224,1.02E-16,68.78240496,69.68459521,0.23,-1.313915513,0.016666667,-0.021898592,16.26995542
1668,67.17431649,27.5970257,-36.00749737,405.1616195,0.718133589,35.3180364,1.02E-16,423.7124496,1.02E-16,68.76149201,66.3049728,0.23,-0.99369983,0.016666667,-0.016561664,16.25339376
1669,64.20729969,27.61158254,-26.03191213,399.8692786,0.534373394,35.33604667,1.02E-16,406.223893,1.02E-16,68.7407526,63.569088,0.23,-0.718782291,0.016666667,-0.011979705,16.24141405
1670,63.31272853,27.60991611,-9.570597679,391.0931493,0.193656202,35.35361872,1.02E-16,403.1459143,1.02E-16,68.7201853,63.0862848,0.23,-0.264243399,0.016666667,-0.004404057,16.23700999
1671,62.98043306,27.60654572,-8.856188447,390.7101844,0.179929065,35.37109995,1.02E-16,401.0876152,1.02E-16,68.69978867,62.764416,0.23,-0.244488771,0.016666667,-0.004074813,16.23293518
1672,62.91267173,27.60346036,-6.108037792,389.2423985,0.123632163,35.38853527,1.02E-16,401.0881457,1.02E-16,68.6795613,62.764416,0.23,-0.168602979,0.016666667,-0.00281005,16.23012513
1673,63.02374839,27.60079271,-3.95374178,388.0915539,0.079567467,35.40599001,1.02E-16,402.1155154,1.02E-16,68.65950179,62.9253504,0.23,-0.109126407,0.016666667,-0.001818773,16.22830636
1674,63.5577407,27.59991058,0.63749549,385.6379624,0,35.4235516,0.606250043,406.2393644,0.606250043,68.63960874,63.569088,0.23,0.017594819,0.016666667,0.000293247,16.2285996
1675,64.3891486,27.60303543,8.08211382,381.6579743,0,35.44131704,7.479977715,412.526746,7.479977715,68.61988076,64.5346944,0.23,0.223090874,0.016666667,0.003718181,16.23231779
1676,65.61892296,27.62069368,20.35243686,375.0925193,0,35.45936506,18.09384438,421.9595693,18.09384438,68.6003165,65.983104,0.23,0.562148424,0.016666667,0.00936914,16.24168693
1677,67.12069857,27.65470011,26.50876755,371.7801938,0,35.47779937,22.79785806,432.3234262,22.79785806,68.58091458,67.592448,0.23,0.733092017,0.016666667,0.0122182,16.25390513
1678,68.81897907,27.70676302,30.63621276,369.5449847,0,35.49667912,25.51482515,443.6799155,25.51482515,68.56167368,69.3627264,0.23,0.848830287,0.016666667,0.014147171,16.2680523
1679,70.10342958,27.73574353,12.51276063,379.1914882,0,35.51599237,10.55047953,449.602335,10.55047953,68.54259243,70.3283328,0.23,0.34705072,0.016666667,0.005784179,16.27383648
1680,70.89811242,27.74358596,4.092737439,383.6819749,0,35.53558491,3.460137207,453.5964549,3.460137207,68.52366954,70.9720704,0.23,0.113547213,0.016666667,0.001892454,16.27572893
1681,71.33743549,27.74395716,-1.78078892,386.8236056,0.031546119,35.55534627,1.02E-16,455.5958662,1.02E-16,68.56522476,71.2939392,0.23,-0.049406132,0.016666667,-0.000823436,16.27490549
1682,71.51525656,27.74246622,-2.415969831,387.1737105,0.042719375,35.57517529,1.02E-16,456.6232889,1.02E-16,68.6070419,71.4548736,0.23,-0.067024961,0.016666667,-0.001117083,16.27378841
1683,71.79811352,27.74174041,-0.93709679,386.3923902,0.016471482,35.59507023,1.02E-16,458.6811685,1.02E-16,68.64851204,71.7767424,0.23,-0.025996696,0.016666667,-0.000433278,16.27335513
1684,71.98195282,27.74062512,-1.752171334,386.8336426,0.03074467,35.61503268,1.02E-16,459.7085925,1.02E-16,68.68963804,71.9376768,0.23,-0.048606328,0.016666667,-0.000810105,16.27254503
1685,72.24797853,27.7402375,0.643314325,385.560329,0,35.63505719,0.537843932,461.7739333,0.537843932,68.73042276,72.2595456,0.23,0.017845692,0.016666667,0.000297428,16.27284246
1686,72.63944299,27.74235544,5.704380542,382.8607693,0,35.65517785,4.699152187,464.930288,4.699152187,68.77086904,72.7423488,0.23,0.158252953,0.016666667,0.002637549,16.27548001
1687,73.29884372,27.75466396,13.78470223,378.5399224,0,35.67544136,11.09732047,470.177893,11.09732047,68.81097967,73.5470208,0.23,0.382589778,0.016666667,0.006376496,16.2818565
1688,73.78370624,27.76207353,4.732058316,383.3607726,0,35.69587957,3.842821431,472.1160033,3.842821431,68.85075746,73.8688896,0.23,0.131371751,0.016666667,0.002189529,16.28404603
1689,74.27524266,27.77108659,13.20266584,378.8376416,0,35.71643794,10.50172325,476.3397087,10.50172325,68.89020515,74.5126272,0.23,0.366652376,0.016666667,0.006110873,16.2901569
1690,74.99901428,27.79272504,17.7401011,376.4012822,0,35.73716804,13.86525427,481.5368983,13.86525427,68.92932549,75.3172992,0.23,0.493045752,0.016666667,0.008217429,16.29837433
1691,75.4127782,27.80267578,3.625740009,383.9215082,0,35.75807211,2.88447087,482.3839787,2.88447087,68.9681212,75.4782336,0.23,0.100805274,0.016666667,0.001680088,16.30005442
1692,75.57712259,27.80525396,3.422868239,384.0331302,0,35.77904417,2.719343935,483.4086309,2.719343935,69.00659497,75.639168,0.23,0.095173721,0.016666667,0.001586229,16.30164065
1693,75.69568982,27.8077023,5.79472563,382.7711125,0,35.80005436,4.580797764,484.4693732,4.580797764,69.04474947,75.8001024,0.23,0.161138005,0.016666667,0.002685633,16.30432628
1694,76.2026244,27.82798094,22.51763191,373.8400471,0,35.82113907,17.18660972,489.8198061,17.18660972,69.08258734,76.6047744,0.23,0.626620231,0.016666667,0.010443671,16.31476995
1695,76.78729709,27.85462364,16.73968184,376.9015344,0,35.84239405,12.80044182,492.8332043,12.80044182,69.12011123,77.0875776,0.23,0.466277537,0.016666667,0.007771292,16.32254125
1696,77.08447891,27.86840853,9.084057507,380.9757799,0,35.86377259,7.007906097,493.7649809,7.007906097,69.15732373,77.248512,0.23,0.253158226,0.016666667,0.004219304,16.32676055
1697,77.15604659,27.87475596,5.095645196,383.1023966,0,35.88519898,3.953258757,493.7136862,3.953258757,69.19422742,77.248512,0.23,0.142039866,0.016666667,0.002367331,16.32912788
1698,77.05501805,27.87713982,1.786748407,384.870973,0,35.90662075,1.39569343,492.6427213,1.39569343,69.23082488,77.0875776,0.23,0.049809435,0.016666667,0.000830157,16.32995804
1699,76.90628273,27.87928898,1.083318287,385.2493778,0,35.92800463,0.846926396,491.6034095,0.846926396,69.26711864,76.9266432,0.23,0.030202144,0.016666667,0.000503369,16.33046141
1700,76.27446662,27.87739954,-6.256210392,389.1731315,0.104405958,35.94927306,1.02E-16,486.4487071,1.02E-16,69.30311121,76.1219712,0.23,-0.174406877,0.016666667,-0.002906781,16.32755463
1701,75.31913384,27.87437443,-6.662183847,389.4028162,0.112658928,35.9702887,1.02E-16,480.277239,1.02E-16,69.33880511,75.1563648,0.23,-0.185704207,0.016666667,-0.00309507,16.32445956
1702,74.4509896,27.87170097,-4.045594623,388.0173699,0.068895069,35.99105202,1.02E-16,475.1346892,1.02E-16,69.37420281,74.3516928,0.23,-0.112757604,0.016666667,-0.001879293,16.32258026
1703,73.88112609,27.87051247,-0.519586155,386.1411698,0.008855788,36.01163384,1.02E-16,472.0498909,1.02E-16,69.40930677,73.8688896,0.23,-0.014481132,0.016666667,-0.000241352,16.32233891
1704,73.50196635,27.87125691,2.461571236,384.5511343,0,36.03210048,2.014338733,470.0268337,2.014338733,69.44411941,73.5470208,0.23,0.068607084,0.016666667,0.001143451,16.32348236
1705,73.15478665,27.87340611,3.868496927,383.7983744,0,36.05246889,3.173349891,467.9900193,3.173349891,69.47864318,73.225152,0.23,0.107828186,0.016666667,0.001797136,16.3252795
1706,72.9060357,27.87934885,8.736419393,381.1961805,0,36.0727514,7.131412447,467.0272035,7.131412447,69.51288045,73.0642176,0.23,0.243565684,0.016666667,0.004059428,16.32933893
1707,72.73339489,27.88911279,9.378834917,380.8434788,0,36.09297876,7.663903634,466.007466,7.663903634,69.5468336,72.9032832,0.23,0.261567385,0.016666667,0.004359456,16.33369838
1708,72.41458064,27.89524524,0.263878999,385.6978649,0,36.11314496,0.215320061,462.7962872,0.215320061,69.580505,72.42048,0.23,0.007360969,0.016666667,0.000122683,16.33382107
1709,71.06940705,27.89249104,-10.49306437,391.4472748,0.189323827,36.1330537,0,452.5093503,0,69.61389699,70.811136,0.23,-0.292677704,0.016666667,-0.004877962,16.3289431
1710,69.55886824,27.88919448,-8.142425675,390.2085954,0.14950933,36.15252584,0,443.2542346,0,69.64701187,69.3627264,0.23,-0.227085693,0.016666667,-0.003784762,16.32515834
